ZIPCODE,city,state,LATITUDE,LONGITUDE
91978,Spring Valley,CA,32.7325,-116.9509
91979,Spring Valley,CA,33.0169,-116.846
91980,Tecate,CA,32.5885,-116.6303
91987,Tecate,CA,33.0169,-116.846
91990,Potrero,CA,33.0169,-116.846
92002,Carlsbad,CA,33.198,-117.2347
92003,Bonsall,CA,33.2893,-117.2001
92004,Borrego Springs,CA,33.184,-116.266
92007,Cardiff By The Sea,CA,33.0267,-117.2782
92008,Carlsbad,CA,33.1581,-117.3265
92009,Carlsbad,CA,33.0978,-117.2674
92013,Carlsbad,CA,33.0169,-116.846
92014,Del Mar,CA,32.9618,-117.2597
92018,Carlsbad,CA,33.0169,-116.846
92019,El Cajon,CA,32.7887,-116.9049
92020,El Cajon,CA,32.7991,-116.9733
92021,El Cajon,CA,32.8201,-116.9123
92022,El Cajon,CA,33.0169,-116.846
92023,Encinitas,CA,33.0169,-116.846
92024,Encinitas,CA,33.0531,-117.2686
92025,Escondido,CA,33.1069,-117.0708
92026,Escondido,CA,33.1815,-117.1114
92027,Escondido,CA,33.1427,-117.0305
92028,Fallbrook,CA,33.3804,-117.2061
92029,Escondido,CA,33.0879,-117.1156
92030,Escondido,CA,33.0169,-116.846
92031,Adelanto,CA,34.5875,-117.4063
92033,Escondido,CA,33.0169,-116.846
92036,Julian,CA,33.0276,-116.5311
92037,La Jolla,CA,32.8388,-117.2616
92038,La Jolla,CA,33.0169,-116.846
92039,La Jolla,CA,33.0169,-116.846
92040,Lakeside,CA,32.8738,-116.9048
92046,Escondido,CA,33.0169,-116.846
92049,Oceanside,CA,33.0169,-116.846
92051,Oceanside,CA,33.0169,-116.846
92052,Oceanside,CA,33.0169,-116.846
92054,Oceanside,CA,33.2025,-117.3608
92055,Camp Pendleton,CA,33.0169,-116.846
92056,Oceanside,CA,33.1954,-117.2823
92057,Oceanside,CA,33.2409,-117.2985
92058,Oceanside,CA,33.0169,-116.846
92059,Pala,CA,33.3692,-117.0724
92060,Palomar Mountain,CA,33.3082,-116.8471
92061,Pauma Valley,CA,33.3119,-116.965
92064,Poway,CA,32.9736,-117.037
92065,Ramona,CA,33.0358,-116.8513
92066,Ranchita,CA,33.2093,-116.5424
92067,Rancho Santa Fe,CA,33.0165,-117.2026
92068,San Luis Rey,CA,33.0169,-116.846
92069,San Marcos,CA,33.1449,-117.1713
92070,Santa Ysabel,CA,33.1668,-116.7106
92071,Santee,CA,32.8468,-116.9898
92072,Santee,CA,33.0169,-116.846
92074,Poway,CA,33.0169,-116.846
92075,Solana Beach,CA,32.9975,-117.2609
92078,San Marcos,CA,33.122,-117.1561
92079,San Marcos,CA,33.0169,-116.846
92082,Valley Center,CA,33.2617,-117.0103
92083,Vista,CA,33.1796,-117.2446
92084,Vista,CA,33.2133,-117.2147
92085,Vista,CA,33.0169,-116.846
92086,Warner Springs,CA,33.3372,-116.6936
92088,Fallbrook,CA,33.0169,-116.846
92090,El Cajon,CA,33.0169,-116.846
92091,Rancho Santa Fe,CA,32.9935,-117.2131
92092,La Jolla,CA,33.0169,-116.846
92093,La Jolla,CA,33.0169,-116.846
92096,San Marcos,CA,33.0169,-116.846
92101,San Diego,CA,32.7196,-117.1625
92102,San Diego,CA,32.715,-117.1254
92103,San Diego,CA,32.746,-117.1672
92104,San Diego,CA,32.7429,-117.1277
92105,San Diego,CA,32.7413,-117.0951
92106,San Diego,CA,32.7259,-117.2308
92107,San Diego,CA,32.7409,-117.2443
92108,San Diego,CA,32.7736,-117.1379
92109,San Diego,CA,32.7912,-117.2434
92110,San Diego,CA,32.7665,-117.2008
92111,San Diego,CA,32.805,-117.1687
92112,San Diego,CA,33.0169,-116.846
92113,San Diego,CA,32.6974,-117.12
92114,San Diego,CA,32.707,-117.0542
92115,San Diego,CA,32.7603,-117.0703
92116,San Diego,CA,32.7624,-117.1225
92117,San Diego,CA,32.8239,-117.1997
92118,Coronado,CA,32.6827,-117.1744
92119,San Diego,CA,32.8023,-117.0243
92120,San Diego,CA,32.7944,-117.0722
92121,San Diego,CA,32.9,-117.2072
92122,San Diego,CA,32.8564,-117.2114
92123,San Diego,CA,32.8038,-117.136
92124,San Diego,CA,32.8228,-117.0984
92126,San Diego,CA,32.9143,-117.1412
92127,San Diego,CA,33.0224,-117.1069
92128,San Diego,CA,32.9989,-117.0705
92129,San Diego,CA,32.961,-117.1251
92130,San Diego,CA,32.9468,-117.2192
92131,San Diego,CA,32.918,-117.0844
92132,San Diego,CA,32.6437,-117.1384
92133,San Diego,CA,32.7335,-117.2165
92134,San Diego,CA,32.5621,-117.0717
92135,San Diego,CA,33.0169,-116.846
92136,San Diego,CA,32.6834,-117.1219
92137,San Diego,CA,32.8538,-117.1197
92138,San Diego,CA,33.0169,-116.846
92139,San Diego,CA,32.6773,-117.0524
92140,San Diego,CA,32.7434,-117.2004
92142,San Diego,CA,33.0169,-116.846
92143,San Ysidro,CA,33.0169,-116.846
92145,San Diego,CA,32.8891,-117.1005
92147,San Diego,CA,33.0169,-116.846
92149,San Diego,CA,33.0169,-116.846
92150,San Diego,CA,33.0169,-116.846
92152,San Diego,CA,33.0169,-116.846
92153,San Diego,CA,33.0169,-116.846
92154,San Diego,CA,32.5744,-117.0563
92155,San Diego,CA,32.6716,-117.1657
92158,San Diego,CA,33.0169,-116.846
92159,San Diego,CA,33.0169,-116.846
92160,San Diego,CA,33.0169,-116.846
92161,San Diego,CA,32.8718,-117.2291
92162,San Diego,CA,33.0169,-116.846
92163,San Diego,CA,33.0169,-116.846
92164,San Diego,CA,33.0169,-116.846
92165,San Diego,CA,33.0169,-116.846
92166,San Diego,CA,33.0169,-116.846
92167,San Diego,CA,33.0169,-116.846
92168,San Diego,CA,33.0169,-116.846
92169,San Diego,CA,33.0169,-116.846
92170,San Diego,CA,33.0169,-116.846
92171,San Diego,CA,33.0169,-116.846
92172,San Diego,CA,33.0169,-116.846
92173,San Ysidro,CA,32.5563,-117.0506
92174,San Diego,CA,33.0169,-116.846
92175,San Diego,CA,33.0169,-116.846
92176,San Diego,CA,33.0169,-116.846
92177,San Diego,CA,33.0169,-116.846
92178,Coronado,CA,33.0169,-116.846
92179,San Diego,CA,32.5726,-116.9187
92182,San Diego,CA,32.7751,-117.0762
92184,San Diego,CA,33.0169,-116.846
92186,San Diego,CA,33.0169,-116.846
92187,San Diego,CA,33.0169,-116.846
92190,San Diego,CA,33.0169,-116.846
92191,San Diego,CA,33.0169,-116.846
92192,San Diego,CA,33.0169,-116.846
92193,San Diego,CA,33.0169,-116.846
92194,San Diego,CA,33.0169,-116.846
92195,San Diego,CA,33.0169,-116.846
92196,San Diego,CA,33.0169,-116.846
92197,San Diego,CA,33.0169,-116.846
92198,San Diego,CA,33.0169,-116.846
92199,San Diego,CA,32.7516,-117.1918
92201,Indio,CA,33.7153,-116.235
92202,Indio,CA,33.7529,-116.0556
92203,Indio,CA,33.7531,-116.2469
92210,Indian Wells,CA,33.7013,-116.3415
92211,Palm Desert,CA,33.7594,-116.3232
92220,Banning,CA,33.9208,-116.879
92222,Bard,CA,32.7822,-114.5619
92223,Beaumont,CA,33.9453,-116.9759
92225,Blythe,CA,33.6283,-114.6191
92226,Blythe,CA,33.5987,-114.6525
92227,Brawley,CA,32.9898,-115.5048
92230,Cabazon,CA,33.9114,-116.7683
92231,Calexico,CA,32.6835,-115.4828
92232,Calexico,CA,33.0262,-115.2846
92233,Calipatria,CA,33.1318,-115.5121
92234,Cathedral City,CA,33.8078,-116.4647
92235,Cathedral City,CA,33.7529,-116.0556
92236,Coachella,CA,33.6799,-116.1766
92239,Desert Center,CA,33.83,-115.4012
92240,Desert Hot Springs,CA,33.9523,-116.508
92241,Desert Hot Springs,CA,33.9044,-116.3863
92242,Earp,CA,34.1372,-114.3582
92243,El Centro,CA,32.7834,-115.5775
92244,El Centro,CA,32.7948,-115.6927
92249,Heber,CA,32.7269,-115.5125
92250,Holtville,CA,32.8003,-115.3537
92251,Imperial,CA,32.8535,-115.5894
92252,Joshua Tree,CA,34.1759,-116.2914
92253,La Quinta,CA,33.6754,-116.2965
92254,Mecca,CA,33.5438,-115.994
92255,Palm Desert,CA,33.7529,-116.0556
92256,Morongo Valley,CA,34.0666,-116.5595
92257,Niland,CA,33.3309,-115.6158
92258,North Palm Springs,CA,33.9215,-116.567
92259,Ocotillo,CA,32.722,-115.96
92260,Palm Desert,CA,33.7157,-116.385
92261,Palm Desert,CA,33.6604,-116.4082
92262,Palm Springs,CA,33.843,-116.5434
92263,Palm Springs,CA,33.7611,-116.5359
92264,Palm Springs,CA,33.7987,-116.5189
92266,Palo Verde,CA,33.3875,-114.7135
92267,Parker Dam,CA,34.287,-114.1725
92268,Pioneertown,CA,34.2032,-116.5657
92270,Rancho Mirage,CA,33.7629,-116.4225
92271,Rancho Mirage,CA,33.5316,-114.8924
92273,Seeley,CA,32.7926,-115.6916
92274,Thermal,CA,33.4663,-116.0688
92275,Salton City,CA,33.2893,-115.9565
92276,Thousand Palms,CA,33.8213,-116.3802
92277,Twentynine Palms,CA,34.1657,-116.0334
92278,Twentynine Palms,CA,34.3602,-116.2096
92280,Vidal,CA,34.1435,-114.6241
92281,Westmorland,CA,33.0371,-115.6194
92282,White Water,CA,33.9415,-116.6451
92283,Winterhaven,CA,32.7868,-114.6259
92284,Yucca Valley,CA,34.1618,-116.4125
92285,Landers,CA,34.3104,-116.4501
92286,Yucca Valley,CA,34.1803,-116.35
92292,Palm Springs,CA,33.7529,-116.0556
92301,Adelanto,CA,34.6417,-117.508
92304,Amboy,CA,34.5481,-115.658
92305,Angelus Oaks,CA,34.1725,-116.8759
92307,Apple Valley,CA,34.5386,-117.1773
92308,Apple Valley,CA,34.448,-117.1922
92309,Baker,CA,35.273,-116.065
92310,Fort Irwin,CA,35.2628,-116.6945
92311,Barstow,CA,34.8942,-117.0364
92312,Barstow,CA,34.2016,-116.9062
92313,Grand Terrace,CA,34.0307,-117.3117
92314,Big Bear City,CA,34.2554,-116.8544
92315,Big Bear Lake,CA,34.2413,-116.9033
92316,Bloomington,CA,34.0641,-117.3943
92317,Blue Jay,CA,34.2456,-117.23
92318,Bryn Mawr,CA,34.0485,-117.2327
92320,Calimesa,CA,33.9846,-117.0377
92321,Cedar Glen,CA,34.2542,-117.1756
92322,Cedarpines Park,CA,34.84,-115.9671
92323,Cima,CA,35.1872,-115.3973
92324,Colton,CA,34.0619,-117.32
92325,Crestline,CA,34.2426,-117.2865
92326,Crest Park,CA,34.84,-115.9671
92327,Daggett,CA,34.8668,-116.8638
92328,Death Valley,CA,35.9456,-117.203
92329,Phelan,CA,34.84,-115.9671
92332,Essex,CA,35.0022,-115.2394
92333,Fawnskin,CA,34.2683,-116.9384
92334,Fontana,CA,34.84,-115.9671
92335,Fontana,CA,34.0889,-117.4521
92336,Fontana,CA,34.1251,-117.4582
92337,Fontana,CA,34.047,-117.481
92338,Ludlow,CA,34.7203,-116.1982
92339,Forest Falls,CA,34.0871,-116.923
92340,Hesperia,CA,34.84,-115.9671
92341,Green Valley Lake,CA,34.2415,-117.0745
92342,Helendale,CA,34.7617,-117.3344
92345,Hesperia,CA,34.4,-117.34
92346,Highland,CA,34.1272,-117.2007
92347,Hinkley,CA,34.9562,-117.2199
92350,Loma Linda,CA,34.84,-115.9671
92352,Lake Arrowhead,CA,34.2563,-117.1913
92354,Loma Linda,CA,34.0508,-117.2533
92356,Lucerne Valley,CA,34.4812,-116.906
92357,Loma Linda,CA,34.84,-115.9671
92358,Lytle Creek,CA,34.2293,-117.5208
92359,Mentone,CA,34.0835,-117.0969
92363,Needles,CA,34.8087,-114.6266
92364,Nipton,CA,35.4602,-115.4947
92365,Newberry Springs,CA,34.8963,-116.6364
92366,Mountain Pass,CA,34.84,-115.9671
92368,Oro Grande,CA,34.6341,-117.3061
92369,Patton,CA,34.84,-115.9671
92371,Phelan,CA,34.4535,-117.5339
92372,Pinon Hills,CA,34.4465,-117.6341
92373,Redlands,CA,34.0347,-117.1731
92374,Redlands,CA,34.0633,-117.1689
92375,Redlands,CA,34.84,-115.9671
92376,Rialto,CA,34.1095,-117.3762
92377,Rialto,CA,34.1512,-117.3987
92378,Rimforest,CA,34.84,-115.9671
92382,Running Springs,CA,34.2056,-117.105
92384,Shoshone,CA,35.9476,-116.2704
92385,Skyforest,CA,34.84,-115.9671
92386,Sugarloaf,CA,34.2444,-116.8296
92389,Tecopa,CA,35.8486,-116.2263
92391,Twin Peaks,CA,34.84,-115.9671
92392,Victorville,CA,34.4895,-117.3532
92393,Victorville,CA,34.84,-115.9671
92394,Victorville,CA,34.5597,-117.3577
92396,Winchester,CA,33.7144,-117.0694
92397,Wrightwood,CA,34.3588,-117.6275
92398,Yermo,CA,34.9095,-116.8406
92399,Yucaipa,CA,34.0336,-117.0378
92401,San Bernardino,CA,34.1051,-117.2908
92402,San Bernardino,CA,34.2139,-117.1272
92403,San Bernardino,CA,34.84,-115.9671
92404,San Bernardino,CA,34.1486,-117.263
92405,San Bernardino,CA,34.1417,-117.2972
92406,San Bernardino,CA,34.84,-115.9671
92407,San Bernardino,CA,34.1982,-117.3583
92408,San Bernardino,CA,34.0807,-117.2736
92410,San Bernardino,CA,34.107,-117.2975
92411,San Bernardino,CA,34.1205,-117.3176
92412,San Bernardino,CA,34.84,-115.9671
92413,San Bernardino,CA,34.84,-115.9671
92414,San Bernardino,CA,34.84,-115.9671
92415,San Bernardino,CA,34.84,-115.9671
92416,San Bernardino,CA,34.84,-115.9671
92418,San Bernardino,CA,34.84,-115.9671
92420,San Bernardino,CA,34.84,-115.9671
92423,San Bernardino,CA,34.84,-115.9671
92424,San Bernardino,CA,34.84,-115.9671
92427,San Bernardino,CA,34.2622,-116.8615
92501,Riverside,CA,33.9912,-117.3707
92502,Riverside,CA,33.7529,-116.0556
92503,Riverside,CA,33.9136,-117.4605
92504,Riverside,CA,33.9263,-117.4094
92505,Riverside,CA,33.9218,-117.4881
92506,Riverside,CA,33.9436,-117.3724
92507,Riverside,CA,33.979,-117.3365
92508,Riverside,CA,33.8903,-117.3212
92509,Riverside,CA,33.9988,-117.447
92513,Riverside,CA,33.7529,-116.0556
92514,Riverside,CA,33.7529,-116.0556
92515,Riverside,CA,33.7529,-116.0556
92516,Riverside,CA,33.7529,-116.0556
92517,Riverside,CA,33.7529,-116.0556
92518,March Air Force Base,CA,33.8911,-117.2726
92519,Riverside,CA,33.7529,-116.0556
92521,Riverside,CA,33.7529,-116.0556
92522,Riverside,CA,33.7529,-116.0556
92530,Lake Elsinore,CA,33.6759,-117.3495
92531,Lake Elsinore,CA,33.7529,-116.0556
92532,Lake Elsinore,CA,33.6965,-117.3247
92536,Aguanga,CA,33.486,-116.82
92539,Anza,CA,33.5506,-116.6736
92543,Hemet,CA,33.7354,-116.974
92544,Hemet,CA,33.7088,-116.9095
92545,Hemet,CA,33.7367,-117.0217
92546,Hemet,CA,33.7529,-116.0556
92548,Homeland,CA,33.7497,-117.1171
92549,Idyllwild,CA,33.7508,-116.7256
92551,Moreno Valley,CA,33.889,-117.2205
92552,Moreno Valley,CA,33.7529,-116.0556
92553,Moreno Valley,CA,33.9232,-117.2421
92554,Moreno Valley,CA,33.522,-115.9159
92555,Moreno Valley,CA,33.9228,-117.1684
92556,Moreno Valley,CA,33.7529,-116.0556
92557,Moreno Valley,CA,33.958,-117.2483
92561,Mountain Center,CA,33.632,-116.5588
92562,Murrieta,CA,33.5686,-117.2526
92563,Murrieta,CA,33.5712,-117.1536
92564,Murrieta,CA,33.7529,-116.0556
92567,Nuevo,CA,33.8198,-117.1178
92570,Perris,CA,33.7841,-117.2981
92571,Perris,CA,33.8221,-117.2151
92572,Perris,CA,33.7529,-116.0556
92581,San Jacinto,CA,33.7529,-116.0556
92582,San Jacinto,CA,33.7962,-117.0005
92583,San Jacinto,CA,33.7885,-116.9513
92584,Menifee,CA,33.6604,-117.1899
92585,Sun City,CA,33.7429,-117.1743
92586,Sun City,CA,33.706,-117.1974
92587,Sun City,CA,33.6929,-117.2504
92589,Temecula,CA,33.7529,-116.0556
92590,Temecula,CA,33.4795,-117.2093
92591,Temecula,CA,33.5278,-117.1206
92592,Temecula,CA,33.4953,-117.0766
92593,Temecula,CA,33.7529,-116.0556
92595,Wildomar,CA,33.6144,-117.2608
92596,Winchester,CA,33.6532,-117.0799
92599,Perris,CA,33.7529,-116.0556
92602,Irvine,CA,33.733,-117.7693
92603,Irvine,CA,33.6489,-117.7646
92604,Irvine,CA,33.6876,-117.7885
92605,Huntington Beach,CA,33.6403,-117.7694
92606,Irvine,CA,33.6956,-117.8059
92607,Laguna Niguel,CA,33.6403,-117.7694
92610,Foothill Ranch,CA,33.6855,-117.6669
92612,Irvine,CA,33.6508,-117.8177
92614,Irvine,CA,33.6804,-117.8259
92615,Huntington Beach,CA,33.6403,-117.7694
92616,Irvine,CA,33.6403,-117.7694
92618,Irvine,CA,33.6596,-117.7395
92619,Irvine,CA,33.6699,-117.7659
92620,Irvine,CA,33.7149,-117.7633
92623,Irvine,CA,33.6865,-117.8308
92624,Capistrano Beach,CA,33.4607,-117.6647
92625,Corona Del Mar,CA,33.6002,-117.8682
92626,Costa Mesa,CA,33.6772,-117.9086
92627,Costa Mesa,CA,33.647,-117.9151
92628,Costa Mesa,CA,33.6403,-117.7694
92629,Dana Point,CA,33.4753,-117.7033
92630,Lake Forest,CA,33.6402,-117.6911
92635,Laguna Hills,CA,33.5732,-117.6982
92646,Huntington Beach,CA,33.6663,-117.9693
92647,Huntington Beach,CA,33.7252,-118.0051
92648,Huntington Beach,CA,33.6735,-118.0024
92649,Huntington Beach,CA,33.72,-118.0461
92650,East Irvine,CA,33.6403,-117.7694
92651,Laguna Beach,CA,33.5353,-117.7719
92652,Laguna Beach,CA,33.6403,-117.7694
92653,Laguna Hills,CA,33.6028,-117.713
92654,Laguna Hills,CA,33.6017,-117.7169
92655,Midway City,CA,33.7452,-117.9857
92656,Aliso Viejo,CA,33.5815,-117.7247
92657,Newport Coast,CA,33.6107,-117.8325
92658,Newport Beach,CA,33.6403,-117.7694
92659,Newport Beach,CA,33.6112,-117.8867
92660,Newport Beach,CA,33.6348,-117.8745
92661,Newport Beach,CA,33.6018,-117.8997
92662,Newport Beach,CA,33.6063,-117.8924
92663,Newport Beach,CA,33.6192,-117.9309
92670,Placentia,CA,33.8707,-117.8793
92672,San Clemente,CA,33.4271,-117.614
92673,San Clemente,CA,33.4629,-117.6241
92674,San Clemente,CA,33.4384,-117.6231
92675,San Juan Capistrano,CA,33.5008,-117.6587
92676,Silverado,CA,33.7432,-117.6356
92677,Laguna Niguel,CA,33.5319,-117.7025
92678,Trabuco Canyon,CA,33.674,-117.5946
92679,Trabuco Canyon,CA,33.6392,-117.5852
92680,Garden Grove,CA,33.7921,-117.9936
92683,Westminster,CA,33.7514,-117.9939
92684,Westminster,CA,33.6403,-117.7694
92685,Westminster,CA,33.6403,-117.7694
92688,Rancho Santa Margarita,CA,33.64,-117.6035
92690,Mission Viejo,CA,33.6403,-117.7694
92691,Mission Viejo,CA,33.6113,-117.6668
92692,Mission Viejo,CA,33.6155,-117.6409
92693,San Juan Capistrano,CA,33.5553,-117.564
92694,Ladera Ranch,CA,33.5708,-117.6346
92697,Irvine,CA,33.6403,-117.7694
92698,Aliso Viejo,CA,33.6403,-117.7694
92701,Santa Ana,CA,33.747,-117.8625
92702,Santa Ana,CA,33.6403,-117.7694
92703,Santa Ana,CA,33.7471,-117.9043
92704,Santa Ana,CA,33.7242,-117.9062
92705,Santa Ana,CA,33.7621,-117.8183
92706,Santa Ana,CA,33.7659,-117.8814
92707,Santa Ana,CA,33.7191,-117.8714
92708,Fountain Valley,CA,33.7086,-117.9563
92709,Irvine,CA,33.6403,-117.7694
92710,Irvine,CA,33.7116,-117.8099
92711,Santa Ana,CA,33.6403,-117.7694
92712,Santa Ana,CA,33.6403,-117.7694
92728,Fountain Valley,CA,33.6403,-117.7694
92735,Santa Ana,CA,33.6403,-117.7694
92780,Tustin,CA,33.7417,-117.8213
92781,Tustin,CA,33.6403,-117.7694
92782,Tustin,CA,33.7396,-117.7862
92799,Santa Ana,CA,33.6403,-117.7694
92801,Anaheim,CA,33.8448,-117.9538
92802,Anaheim,CA,33.807,-117.9259
92803,Anaheim,CA,33.6403,-117.7694
92804,Anaheim,CA,33.8182,-117.973
92805,Anaheim,CA,33.8357,-117.9081
92806,Anaheim,CA,33.8355,-117.8736
92807,Anaheim,CA,33.8505,-117.7911
92808,Anaheim,CA,33.8582,-117.7386
92811,Atwood,CA,33.6403,-117.7694
92812,Anaheim,CA,33.6403,-117.7694
92814,Anaheim,CA,33.6403,-117.7694
92815,Anaheim,CA,33.6403,-117.7694
92816,Anaheim,CA,33.6403,-117.7694
92817,Anaheim,CA,33.6403,-117.7694
92821,Brea,CA,33.9235,-117.8956
92822,Brea,CA,33.6403,-117.7694
92823,Brea,CA,33.919,-117.8325
92825,Anaheim,CA,33.6403,-117.7694
92831,Fullerton,CA,33.879,-117.8933
92832,Fullerton,CA,33.8691,-117.9299
92833,Fullerton,CA,33.8743,-117.9637
92834,Fullerton,CA,33.6403,-117.7694
92835,Fullerton,CA,33.9032,-117.9122
92836,Fullerton,CA,33.6403,-117.7694
92837,Fullerton,CA,33.6403,-117.7694
92838,Fullerton,CA,33.6403,-117.7694
92840,Garden Grove,CA,33.7852,-117.9341
92841,Garden Grove,CA,33.7869,-117.9822
92842,Garden Grove,CA,33.6403,-117.7694
92843,Garden Grove,CA,33.763,-117.9355
92844,Garden Grove,CA,33.7655,-117.9731
92845,Garden Grove,CA,33.7829,-118.0262
92846,Garden Grove,CA,33.6403,-117.7694
92850,Anaheim,CA,33.6403,-117.7694
92856,Orange,CA,33.6403,-117.7694
92857,Orange,CA,33.6403,-117.7694
92859,Orange,CA,33.6403,-117.7694
92860,Norco,CA,33.9259,-117.5598
92861,Villa Park,CA,33.8127,-117.8162
92862,Orange,CA,33.6403,-117.7694
92863,Orange,CA,33.6403,-117.7694
92864,Orange,CA,33.6403,-117.7694
92865,Orange,CA,33.8318,-117.8474
92866,Orange,CA,33.7851,-117.8457
92867,Orange,CA,33.8116,-117.8292
92868,Orange,CA,33.7873,-117.8749
92869,Orange,CA,33.7927,-117.7998
92870,Placentia,CA,33.8833,-117.8545
92871,Placentia,CA,33.6403,-117.7694
92877,Corona,CA,33.7529,-116.0556
92878,Corona,CA,33.7529,-116.0556
92879,Corona,CA,33.8808,-117.5407
92880,Corona,CA,33.9038,-117.6022
92881,Corona,CA,33.8395,-117.5358
92882,Corona,CA,33.8666,-117.5917
92883,Corona,CA,33.7715,-117.4788
92885,Yorba Linda,CA,33.6403,-117.7694
92886,Yorba Linda,CA,33.8881,-117.8041
92887,Yorba Linda,CA,33.8832,-117.7386
92899,Anaheim,CA,33.6403,-117.7694
93001,Ventura,CA,34.3112,-119.3016
93002,Ventura,CA,34.0324,-119.1343
93003,Ventura,CA,34.2687,-119.2249
93004,Ventura,CA,34.2788,-119.1678
93005,Ventura,CA,34.0324,-119.1343
93006,Ventura,CA,34.0324,-119.1343
93007,Ventura,CA,34.0324,-119.1343
93009,Ventura,CA,34.3562,-119.1462
93010,Camarillo,CA,34.2318,-119.0526
93011,Camarillo,CA,34.0324,-119.1343
93012,Camarillo,CA,34.2188,-118.9921
93013,Carpinteria,CA,34.4022,-119.5231
93014,Carpinteria,CA,34.2628,-119.8486
93015,Fillmore,CA,34.3966,-118.9008
93016,Fillmore,CA,34.0324,-119.1343
93020,Moorpark,CA,34.0324,-119.1343
93021,Moorpark,CA,34.2929,-118.8713
93022,Oak View,CA,34.4015,-119.3008
93023,Ojai,CA,34.457,-119.2531
93024,Ojai,CA,34.0324,-119.1343
93030,Oxnard,CA,34.2171,-119.1769
93031,Oxnard,CA,34.0324,-119.1343
93032,Oxnard,CA,34.0324,-119.1343
93033,Oxnard,CA,34.1669,-119.1611
93034,Oxnard,CA,34.0324,-119.1343
93035,Oxnard,CA,34.1793,-119.2219
93036,Oxnard,CA,34.2294,-119.1788
93040,Piru,CA,34.4244,-118.7391
93041,Port Hueneme,CA,34.1541,-119.1883
93042,Point Mugu Nawc,CA,34.1134,-119.1124
93043,Port Hueneme Cbc Base,CA,34.1621,-119.2074
93044,Port Hueneme,CA,34.0324,-119.1343
93060,Santa Paula,CA,34.3675,-119.0732
93061,Santa Paula,CA,34.0324,-119.1343
93062,Simi Valley,CA,34.0324,-119.1343
93063,Simi Valley,CA,34.2793,-118.6961
93064,Brandeis,CA,34.2582,-118.7107
93065,Simi Valley,CA,34.265,-118.7718
93066,Somis,CA,34.2877,-119.0206
93067,Summerland,CA,34.4219,-119.6008
93093,Simi Valley,CA,34.0324,-119.1343
93094,Simi Valley,CA,34.0324,-119.1343
93099,Simi Valley,CA,34.0324,-119.1343
93101,Santa Barbara,CA,34.4202,-119.7065
93102,Santa Barbara,CA,34.2628,-119.8486
93103,Santa Barbara,CA,34.4282,-119.6841
93105,Santa Barbara,CA,34.4401,-119.755
93106,Santa Barbara,CA,34.4329,-119.8371
93107,Santa Barbara,CA,34.4218,-119.8637
93108,Santa Barbara,CA,34.4337,-119.6318
93109,Santa Barbara,CA,34.4032,-119.7207
93110,Santa Barbara,CA,34.4396,-119.7679
93111,Santa Barbara,CA,34.4435,-119.803
93116,Goleta,CA,34.2628,-119.8486
93117,Goleta,CA,34.4437,-119.9422
93118,Goleta,CA,34.2628,-119.8486
93120,Santa Barbara,CA,34.2628,-119.8486
93121,Santa Barbara,CA,34.2628,-119.8486
93130,Santa Barbara,CA,34.2628,-119.8486
93140,Santa Barbara,CA,34.2628,-119.8486
93150,Santa Barbara,CA,34.2628,-119.8486
93160,Santa Barbara,CA,34.2628,-119.8486
93190,Santa Barbara,CA,34.2628,-119.8486
93199,Goleta,CA,34.2628,-119.8486
93201,Alpaugh,CA,35.8896,-119.4935
93202,Armona,CA,36.3114,-119.7082
93203,Arvin,CA,35.1619,-118.8466
93204,Avenal,CA,35.9308,-120.1006
93205,Bodfish,CA,35.5761,-118.4675
93206,Buttonwillow,CA,35.3783,-119.4166
93207,California Hot Springs,CA,35.8714,-118.6821
93208,Camp Nelson,CA,36.0627,-118.6066
93210,Coalinga,CA,36.1947,-120.3087
93212,Corcoran,CA,36.0853,-119.5548
93215,Delano,CA,35.775,-119.2337
93216,Delano,CA,35.7719,-119.2698
93217,Earlimart,CA,35.8915,-119.2632
93218,Ducor,CA,35.8425,-119.0148
93219,Earlimart,CA,35.8737,-119.2636
93220,Edison,CA,35.357,-118.8101
93221,Exeter,CA,36.3047,-119.1138
93222,Frazier Park,CA,34.851,-119.1663
93223,Farmersville,CA,36.3006,-119.2055
93224,Fellows,CA,35.2025,-119.5609
93225,Frazier Park,CA,34.8153,-119.004
93226,Glennville,CA,35.7274,-118.7242
93227,Goshen,CA,36.3572,-119.4254
93230,Hanford,CA,36.3271,-119.6451
93231,Hanford,CA,36.1389,-119.8947
93232,Hanford,CA,36.1389,-119.8947
93234,Huron,CA,36.2098,-120.0847
93235,Ivanhoe,CA,36.3879,-119.2191
93237,Kaweah,CA,36.4727,-118.9029
93238,Kernville,CA,35.7844,-118.4377
93239,Kettleman City,CA,36.0153,-120.0077
93240,Lake Isabella,CA,35.6171,-118.453
93241,Lamont,CA,35.2569,-118.9133
93242,Laton,CA,36.4347,-119.7175
93243,Lebec,CA,34.8514,-118.8799
93244,Lemon Cove,CA,36.4177,-119.0046
93245,Lemoore,CA,36.3121,-119.8035
93246,Lemoore,CA,36.1389,-119.8947
93247,Lindsay,CA,36.202,-119.0859
93249,Lost Hills,CA,35.6897,-119.9196
93250,McFarland,CA,35.6707,-119.2134
93251,McKittrick,CA,35.3647,-119.7024
93252,Maricopa,CA,35.0404,-119.4151
93254,New Cuyama,CA,34.9564,-119.747
